name,industry,subVertical,city,totalRaisedUSD,fundingRounds,firstFunded,lastFunded
Universal Sportsbiz Pvt. Ltd,E-Commerce,Celebrity fashion accessories and merchandise,Mumbai,15000000.0,1,2017-11-13,2017-11-13
Unlaze,Consumer Internet & Tech,Social Networking app for outdoor interests,Gurgaon,0.0,1,2016-02-18,2016-02-18
Unnati Helpers,Consumer Internet & Tech,Help Hiring Platform,Gurgaon,600000.0,1,2016-06-16,2016-06-16
Unocoin,Consumer Internet & Tech,Bitcoin Wallet,Bangalore,1500000.0,1,2016-09-29,2016-09-29
Upwardly.in,Consumer Internet & Tech,MF investment platform,Bangalore,0.0,1,2017-07-07,2017-07-07
Upwards,Fintech,Online Micro Lending Marketplace,Mumbai,5000000.0,1,2018-09-11,2018-09-11
UrDoorStep,E-Commerce,Online Grocery Store,Bangalore,1400000.0,2,2015-10-28,2016-12-05
Urban Dhobi,Consumer Internet & Tech,On Demand Laundry Services,Jaipur,0.0,1,2016-02-08,2016-02-08
Urban Ladder,E-Commerce,Online Furniture Store,Bangalore,77200000.0,4,2015-04-09,2018-03-01
Urban Tailor,Consumer Internet & Tech,E-Tailoring service provider,Bangalore,0.0,2,2015-07-05,2016-07-13
UrbanClap,Consumer Internet & Tech,Mobile Services Marketplace,Gurgaon,60700000.0,6,2015-04-16,2017-06-30
UrbanClap Technologies Pvt. Ltd,Consumer Internet & Tech,Home services marketplace,Delhi,50000000.0,1,2018-12-01,2018-12-01
UrbanLadder,E-Commerce,Online Furniture Store,Mumbai,3000000.0,1,2016-08-24,2016-08-24
UrbanPiper,Consumer Internet & Tech,Online ordering solution for restaurants and food chains,Bangalore,0.0,2,2016-12-12,2018-03-22
UrbanPro,E-Commerce,,Bangalore,2000000.0,1,2015-05-26,2015-05-26
Urjas,,,,100000.0,1,2015-03-27,2015-03-27
Utoo Cabs,Consumer Internet & Tech,Cab aggregation & Rental platform,Chennai,0.0,1,2016-07-13,2016-07-13
V Resorts,Consumer Internet & Tech,Holiday & Vacation resort aggregator,Noida,4000000.0,1,2017-06-26,2017-06-26
VDeliver,Logistics & Transport,Door Step Delivery platform,Hyderabad,0.0,1,2017-07-12,2017-07-12
VST Travels,Consumer Internet & Tech,Travel Ticket Booking Software,Kochi,27000.0,1,2016-08-06,2016-08-06
VTION,Consumer Internet & Tech,Media Analytics,Gurgaon,280000.0,1,2018-07-23,2018-07-23
Vagupu,Consumer Internet & Tech,Online Tutorial Marketplace,Bangalore,1000000.0,1,2017-11-03,2017-11-03
Vahan,Edtech,Mobile Education Platform,Chennai,0.0,1,2016-04-08,2016-04-08
Vahanalytics,Consumer Internet & Tech,Safe driving Analytics platform,Mumbai,200000.0,1,2016-05-30,2016-05-30
Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,1500000.0,1,2017-12-11,2017-12-11
Vahdam Teas,E-Commerce,Online Tea etailer,Delhi,650000.0,1,2017-01-18,2017-01-18
Vanity Cube,Consumer Internet & Tech,Hyperlocal Beauty Services platform,Delhi,250000.0,1,2016-03-07,2016-03-07
VanityCube,Fashion & Lifestyle,,Delhi,0.0,1,2015-08-14,2015-08-14
Vanitycask,Consumer Internet & Tech,Beauty products discovery platform,Mumbai,0.0,1,2017-06-14,2017-06-14
Varthana,Fintech,Loans and Services To Affordable Private Schools in India,Bangalore,55000000.0,1,2018-04-04,2018-04-04
Vayana,Consumer Internet & Tech,Enterprise Banking Solutions,Pune,4000000.0,1,2017-07-17,2017-07-17
Vebbler,Consumer Internet & Tech,Photo Sharing for Groups,Bangalore,540000.0,2,2016-08-10,2017-02-22
Vedantu,Edtech,Interactive Online Tutoring Platform,Bangalore,15000000.0,2,2015-05-07,2018-04-05
Veeba Foods,Healthtech,,Delhi,6000000.0,1,2015-06-01,2015-06-01
Vegetall,E-Commerce,Online Vegetable eTailer,Chennai,162000.0,1,2016-12-21,2016-12-21
Vegfru,E-Commerce,Online Fruit & Vegetable Marketplace,Delhi,0.0,1,2016-04-11,2016-04-11
Vehico,Consumer Internet & Tech,Connected Transportation solutions,Bangalore,0.0,1,2016-12-07,2016-12-07
Velmenni,Consumer Internet & Tech,LiFi based wireless communication provider,Delhi,100000.0,1,2016-10-29,2016-10-29
Velvetcase,E-Commerce,Online designer jewellery marketplace,Mumbai,1500000.0,1,2016-06-29,2016-06-29
Venture Catalysts,Consumer Internet & Tech,Seed Investment & Innovation Platform,Mumbai,500000.0,1,2016-07-01,2016-07-01
Venturesity,Edtech,,Bangalore,270000.0,1,2015-05-15,2015-05-15
Veqta,Consumer Internet & Tech,On Demand Digital Sports Network,Delhi,500000.0,1,2016-05-19,2016-05-19
Verayu,,,,0.0,1,2015-01-12,2015-01-12
Veritas Finance,Fintech,Asset Based Lending platform,Chennai,4700000.0,1,2016-03-29,2016-03-29
Veritas Finance Ltd.,Fintech,MSME Finance,Chennai,27799000.0,1,2018-11-03,2018-11-03
Vernacular.ai,Consumer Internet & Tech,Multi-lingual AI Platform for Businesses,Bangalore,0.0,1,2017-05-15,2017-05-15
Vertuals,Consumer Internet & Tech,Audio Visual Digital Content creators for Brands,Mumbai,0.0,1,2016-03-03,2016-03-03
Video Ken,Consumer Internet & Tech,Video Based Collaborative Learning,Bangalore,1000000.0,1,2017-04-21,2017-04-21
Vidgyor,Media & Entertainment,,Bangalore,500000.0,1,2015-06-22,2015-06-22
Vidooly,Consumer Internet & Tech,Video Intelligence platform,Noida,2400000.0,2,2015-06-04,2017-05-10
VillFarm,AgriTech,,Bangalore,0.0,1,2015-09-22,2015-09-22
Villgro,Fintech,Social Business Incubator & Fund,Chennai,6750000.0,2,2015-05-21,2016-01-19
VioletStreet,,,,315000.0,1,2015-01-02,2015-01-02
Virtual Logic,IoT & Hardware,,Bangalore,800000.0,1,2015-09-22,2015-09-22
Visit,Healthtech,AI Driven Health tech Platform,Delhi,0.0,2,2016-06-02,2018-04-22
Vista Rooms,Consumer Internet & Tech,Online rooms aggregation platform,Mumbai,776000.0,1,2017-06-12,2017-06-12
Vistaar Finance,Fintech,,Bangalore,40000000.0,1,2015-09-03,2015-09-03
Vithi.com,E-Commerce,Online Hair Extension etailer,Delhi,375000.0,1,2016-10-10,2016-10-10
VivoCarat,E-Commerce,Online jewellery marketplace,Mumbai,50000.0,1,2016-12-20,2016-12-20
Vlurn,Edtech,,Mumbai,0.0,1,2015-12-07,2015-12-07
VoLT,Consumer Internet & Tech,Ed-Tech Platform,Mumbai,0.0,1,2016-11-22,2016-11-22
Vogo,Consumer Internet & Tech,Scooter Rental Platform,Bangalore,0.0,1,2017-09-25,2017-09-25
Vogo Automotive,Logistics & Transport,Scooter sharing app,Bangalore,283000000.0,1,2019-11-15,2019-11-15
Vogo Automotive Pvt. Ltd.,Logistics & Transport,Dockless Scooter Rental Company,Bangalore,3584000.0,1,2019-06-08,2019-06-08
Voice Friends,Consumer Internet & Tech,Dating & Singles Chat Platform,Mumbai,0.0,1,2016-01-18,2016-01-18
Vola,Fintech,Micro Lending Platform,Bangalore,500000.0,1,2018-05-22,2018-05-22
Voler Cars,Consumer Internet & Tech,Self-Driven Car rental platform,Delhi,0.0,1,2016-06-27,2016-06-27
Volta Motors,Consumer Internet & Tech,Electric Bike Manufacturer,Chennai,100000.0,1,2016-10-29,2016-10-29
Voodoo,E-Commerce,,Delhi,1000000.0,1,2015-10-13,2015-10-13
Voonik,E-Commerce,Women Apparel & Lifestyle etailer,Bangalore,34000000.0,4,2015-06-10,2017-02-09
Vow Car Clinic,Consumer Internet & Tech,Online/App Based Car cleaning service provider,Gurgaon,0.0,1,2017-01-03,2017-01-03
VoxWeb,Other,,Mumbai,100000.0,1,2015-08-14,2015-08-14
Voxweb,Consumer Internet & Tech,Mobile based social networking platform,Mumbai,1350000.0,2,2015-12-09,2017-06-23
Voylla,E-Commerce,,Jaipur,15000000.0,1,2015-10-05,2015-10-05
Vserv,,,,15000000.0,1,2015-03-03,2015-03-03
Vyapar App,SaaS & Enterprise Tech,Mobile-based Accounting Software,Bangalore,5000000.0,1,2019-09-03,2019-09-03
Vymo,Consumer Internet & Tech,SaaS-based predictive analytics platform,Bangalore,5000000.0,1,2016-11-22,2016-11-22
Vyome Biosciences,Healthtech,Treatment Development for Antibiotic-resistant diseases,Delhi,2000000.0,1,2016-06-03,2016-06-03
Vyome Therapeutics Inc.,Healthtech,Specialty pharmaceutical,,22000000.0,1,2019-01-04,2019-01-04
Vyomo,Consumer Internet & Tech,On-Demand Beauty Service provider,Delhi,17000000.0,4,2015-04-20,2016-04-15
WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,0.0,1,2016-01-05,2016-01-05
WOTU,E-Commerce,Food and Beverages,Bangalore,0.0,2,2016-10-23,2018-01-05
WOW! MOMO,Food & Beverage,,Kolkata,1600000.0,1,2015-08-11,2015-08-11
Wandertrails,Consumer Internet & Tech,"Online Travel, Adventure & Activities Portal",Bangalore,1000000.0,1,2017-02-08,2017-02-08
Wassup,Consumer Internet & Tech,On Demand Laundry & Dry Cleaning Services,Chennai,5200000.0,3,2015-05-12,2017-02-13
WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,2700000.0,1,2017-04-04,2017-04-04
WeAreHolidays,Consumer Internet & Tech,Travel Packages & Planner marketplace,Gurgaon,7700000.0,1,2017-04-13,2017-04-13
WeDoSky,Consumer Internet & Tech,Provides Business Insights using Drone Imaginary,Delhi,0.0,1,2017-12-14,2017-12-14
WealthApp,Consumer Internet & Tech,Online Investment Advisory platform,Bangalore,440000.0,1,2016-12-07,2016-12-07
WealthTrust,Consumer Internet & Tech,Wealth Management App,Mumbai,0.0,1,2016-07-04,2016-07-04
Wealthy,Consumer Internet & Tech,Online Investment management portal,Bangalore,250000.0,1,2016-03-16,2016-03-16
WebAlligator,Consumer Internet & Tech,Cloud Based Software Solutions,Bangalore,375000.0,1,2016-05-05,2016-05-05
WebEngage,Consumer Internet & Tech,Marketing Cloud for consumer businesses,Mumbai,0.0,1,2018-02-09,2018-02-09
Wedding Wishlist,Consumer Internet & Tech,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,297000.0,1,2016-07-06,2016-07-06
Weddingz,Consumer Internet & Tech,online marketplace for wedding venues and vendors,Mumbai,0.0,1,2016-02-08,2016-02-08
Weddingz.in,Consumer Internet & Tech,Online Marketplace for Wedding Venues and vendors,Mumbai,2000000.0,2,2015-12-11,2017-01-19
WedmeGood.com,Other,,Gurgaon,410000.0,1,2015-09-16,2015-09-16
Wedwise,Consumer Internet & Tech,Wedding related services community,Delhi,0.0,1,2016-04-14,2016-04-14
Wefly Indoor Skydiving,Consumer Internet & Tech,Indoor Skydiving Sports Provider,Mumbai,40000.0,1,2016-08-08,2016-08-08
Welcome Cure,Other,,Mumbai,6000000.0,1,2015-10-06,2015-10-06
Wellthy,Healthtech,Therapeutics,Mumbai,2100000.0,1,2018-03-05,2018-03-05
Wetravelsolo,Travel & Hospitality,,Delhi,0.0,1,2015-08-06,2015-08-06
What\\xe2\\x80\\x99s Up Life,Consumer Internet & Tech,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurgaon,0.0,1,2018-06-13,2018-06-13
Whatfix,Consumer Internet & Tech,Interactive Tech-Support Guides,Bangalore,4590000.0,2,2015-04-10,2017-04-04
WhatsLoan,Consumer Internet & Tech,Online Lending mobile app,Bangalore,0.0,1,2017-05-26,2017-05-26
WhatsOnRent,E-Commerce,Online Rental Marketplace,Bangalore,0.0,1,2016-01-27,2016-01-27
WheelStreet,Consumer Internet & Tech,Bike Rental Platform,Bangalore,120000.0,1,2017-09-14,2017-09-14
Wheelstreet,Consumer Internet & Tech,Online Bike Rental platform,Bangalore,500000.0,1,2016-03-23,2016-03-23
White Owl Brewery,Other,,Mumbai,1530000.0,1,2015-10-21,2015-10-21
Whodat,Consumer Internet & Tech,Markerless AR platform,Bangalore,600000.0,1,2017-04-18,2017-04-18
WholeSaleBox,E-Commerce,B2B Wholesale Apparel Marketplace,Jaipur,2000000.0,1,2016-11-28,2016-11-28
Whoop,Other,,Boston,3000000.0,1,2015-12-14,2015-12-14
WickedRide,Consumer Internet & Tech,Online Motorbike And Scooter Rental Platforms,Bangalore,9890000.0,2,2015-07-14,2018-06-22
Wigzo,Consumer Internet & Tech,Enterprise Automation suite,Delhi,500000.0,2,2015-12-01,2017-03-28
Wired Hub,Real Estate & PropTech,Co-Working Spaces,Jaipur,0.0,1,2016-06-08,2016-06-08
Wishberry,Consumer Internet & Tech,Crowdfunding Platform,Mumbai,650000.0,2,2017-01-25,2017-01-25
Wishup,Consumer Internet & Tech,Mobile app based Concierge Service,Delhi,0.0,1,2016-01-11,2016-01-11
WitWorks,Consumer Internet & Tech,Consumer IoT Startup,Bangalore,0.0,1,2016-08-25,2016-08-25
WithMe,Consumer Internet & Tech,Personalized Fashion App,Gurgaon,250000.0,1,2016-03-15,2016-03-15
WittyFeed,Consumer Internet & Tech,Viral Content and storytelling platform,Indore,0.0,2,2017-09-13,2017-11-23
Wittyparot,Consumer Internet & Tech,Content Management & Productivity platform,Bangalore,450000.0,1,2016-12-09,2016-12-09
Wiwigo,Consumer Internet & Tech,Inter-City Taxi Booking platform,Bangalore,595000.0,1,2016-07-21,2016-07-21
WizCounsel,SaaS & Enterprise Tech,Consulting,Delhi,145000.0,1,2019-07-01,2019-07-01
Wizrocket,SaaS & Enterprise Tech,,Mumbai,9600000.0,1,2015-08-03,2015-08-03
WoNoBo,Other,,Bangalore,0.0,1,2015-10-09,2015-10-09
WoW Express,Logistics & Transport,E-Commerce Logistics Solutions,Mumbai,2200000.0,1,2016-05-13,2016-05-13
WoWexpress,Logistics & Transport,,Mumbai,500000.0,1,2015-07-14,2015-07-14
WonderChef,E-Commerce,Online marketplace for kitchen products,Mumbai,0.0,1,2017-04-08,2017-04-08
Woodpie,Consumer Internet & Tech,Book Recommendation Service,Bangalore,30000.0,1,2016-02-03,2016-02-03
Wooplr,E-Commerce,Social Commerce Fashion platform,Bangalore,8000000.0,4,2016-03-07,2017-04-20
Wooplr.com,,,,5000000.0,1,2015-02-18,2015-02-18
WorkApps,Consumer Internet & Tech,Enterprise Work Management Software,Pune,1000000.0,1,2016-07-15,2016-07-15
WorkHorse,Other,,Mumbai,0.0,1,2015-05-12,2015-05-12
WorkIndia,Consumer Internet & Tech,Job Board for Clue Collar Jobs,Mumbai,500000.0,3,2015-10-06,2016-11-18
World Art Community,E-Commerce,Art & Craft Marketplace,Gurgaon,400000.0,2,2015-05-04,2016-10-03
Wow Express,Consumer Internet & Tech,E-commerce Logistics Platform,Mumbai,4500000.0,1,2018-06-27,2018-06-27
Wowflux,Consumer Internet & Tech,image Processing solution,Delhi,0.0,1,2017-05-29,2017-05-29
Wudstay,Real Estate & PropTech,,Gurgaon,3000000.0,1,2015-07-07,2015-07-07
Wydr,Consumer Internet & Tech,B2B Marketplace,Gurgaon,0.0,3,2015-10-01,2018-02-12
XSTOK,E-Commerce,,Mumbai,450000.0,1,2015-09-16,2015-09-16
Xcode,Healthtech,Personal Genomics,Chennai,0.0,1,2016-08-03,2016-08-03
Xprep,Consumer Internet & Tech,Online Tutoring Platform,Delhi,0.0,1,2017-09-14,2017-09-14
Xpressbees,E-Commerce,ECommerce Logistics solutions,Pune,12500000.0,1,2016-02-08,2016-02-08
Xseed Education,Consumer Internet & Tech,Education & learning Tech platform,Bangalore,10000000.0,1,2016-12-12,2016-12-12
YAAP,Consumer Internet & Tech,"Online Content Discovery, Creation & Distribution Platform",Delhi,5000000.0,1,2016-07-13,2016-07-13
YOLO Health,Consumer Internet & Tech,Online Healthcare platform,Mumbai,0.0,1,2017-01-30,2017-01-30
Yaantra,E-Commerce,Mobile repair and Refurbishment platform,Delhi,3100000.0,1,2017-10-06,2017-10-06
Yana,Consumer Internet & Tech,Personal AI Transaction Engine App,Gurgaon,0.0,1,2016-03-09,2016-03-09
Yatra.com,E-Commerce,Online Travel Agency,Gurgaon,15400000.0,1,2017-09-22,2017-09-22
YatraGenie,Logistics & Transport,,Hyderabad,0.0,1,2015-09-12,2015-09-12
Yellowdig,Consumer Internet & Tech,Online Learning Platform,Pune,650000.0,1,2016-07-18,2016-07-18
YepMe,E-Commerce,Private Label Fashion etailer,Gurgaon,88700000.0,4,2015-01-09,2017-05-20
Yo Grad,,,,16000.0,1,2015-01-19,2015-01-19
Yogurt Labs,,,,115000.0,1,2015-03-28,2015-03-28
Yostra,Consumer Internet & Tech,Healthcare Technology Solutions,Bangalore,0.0,1,2017-01-05,2017-01-05
Yottaasys,Consumer Internet & Tech,Data Sciences platform,Bangalore,0.0,1,2016-11-10,2016-11-10
Your Quote,Consumer Internet & Tech,Vernacular and Video Content Platform,Bangalore,1000000.0,1,2017-12-20,2017-12-20
YourDOST,Other,,Gwalior,400000.0,1,2015-11-04,2015-11-04
YourDost,Consumer Internet & Tech,Online counselling & Personal coaching platform,Bangalore,1200000.0,1,2016-06-27,2016-06-27
YourStory,Consumer Internet & Tech,Online Media,Bangalore,3000000.0,2,2015-08-17,2017-02-16
YouthKiAwaaz,Media & Entertainment,,Delhi,600000.0,1,2015-09-07,2015-09-07
Yufta,E-Commerce,Women s Fashion ECommerce Portal,Bangalore,0.0,2,2016-04-18,2016-04-21
Yulu Bikes,Consumer Internet & Tech,Bicycle-Sharing Platform,Bangalore,0.0,1,2018-07-23,2018-07-23
Yumigo,Consumer Internet & Tech,App based Travel Discovery and Transactions platform,Gurgaon,300000.0,1,2016-10-17,2016-10-17
Yumist,Food & Beverage,,Gurgaon,3000000.0,2,2015-02-02,2015-12-08
Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,1000000.0,1,2016-08-02,2016-08-02
Yupp TV,Consumer Internet & Tech,Internet-based TV streaming service provider,Bangalore,50000000.0,1,2016-10-11,2016-10-11
Yuvi Hospitality,Food & Beverage,,Gurgaon,15000000.0,1,2015-11-06,2015-11-06
Zakoopi,Fashion & Lifestyle,,Delhi,350000.0,1,2015-09-29,2015-09-29
ZapStitch,SaaS & Enterprise Tech,,Bangalore,2000000.0,1,2015-05-12,2015-05-12
Zapluk,Healthtech,,Hyderabad,0.0,1,2015-12-01,2015-12-01
Zappfresh,Food & Beverage,Online Raw Meat E-tailer,Gurgaon,3077000.0,3,2015-10-14,2018-03-19
Zappka,Consumer Internet & Tech,Mobile App discovery and review platform,Gurgaon,100000.0,1,2016-03-04,2016-03-04
Zapr,Consumer Internet & Tech,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,10000000.0,3,2015-12-22,2017-03-07
Zapty,Consumer Internet & Tech,Project Management tool,Bangalore,500000.0,1,2017-05-15,2017-05-15
Zapyle,E-Commerce,Luxury Fashion Marketplace,Bangalore,1000000.0,2,2015-09-11,2017-03-29
Zarget,Consumer Internet & Tech,SaaS-based web optimisation and marketing platform,Chennai,7500000.0,2,2016-05-10,2016-11-03
Zebi (yet to launch),Consumer Internet & Tech,Data Intelligence & Analytics,Hyderabad,1000000.0,1,2016-01-28,2016-01-28
Zebpay,Consumer Internet & Tech,Bitcoin Buying & Selling Mobile App,Ahmedabad,1000000.0,1,2016-01-06,2016-01-06
Zebroads,Logistics & Transport,Logistics and Warehousing services,Hyderabad,75000.0,1,2016-05-07,2016-05-07
Zefo,E-Commerce,Ecommerce Portal for Used Goods,Bangalore,15200000.0,2,2016-11-15,2017-10-05
ZenDrive,Consumer Internet & Tech,Safe Driving Data & Analytics platform,Bangalore,13500000.0,1,2016-02-05,2016-02-05
ZenParent,Media & Entertainment,,Bangalore,500000.0,1,2015-05-25,2015-05-25
ZenRadius,HR & Recruitment,,Bangalore,0.0,1,2015-07-21,2015-07-21
Zenatix,Consumer Internet & Tech,IoT Based Energy Monitoring & Control,Gurgaon,1361000.0,3,2015-07-02,2017-02-08
Zendrive,B2B & Industrial,Road Safety Analytics,San Francisco,37000000.0,1,2019-08-23,2019-08-23
Zenify,Consumer Internet & Tech,Home rental Discovery & Booking Portal,Bangalore,900000.0,2,2015-07-14,2016-05-11
Zenify.in,Real Estate & PropTech,,Bangalore,640000.0,1,2015-10-21,2015-10-21
Zenoti,SaaS & Enterprise Tech,Beauty and Wellness Industry,Hyderabad,65000000.0,2,2016-08-11,2019-05-02
Zeolr/RespirON,Consumer Internet & Tech,Healthcare related IoT platform,Delhi,0.0,1,2016-08-09,2016-08-09
Zepo,Consumer Internet & Tech,DIY Ecommerce platform,Mumbai,500000.0,1,2017-08-02,2017-08-02
Zeppery,Food & Beverage,,Delhi,77000.0,1,2015-10-09,2015-10-09
ZeroInfy,Consumer Internet & Tech,Online Video Lectures platform,Kolkata,0.0,1,2016-09-14,2016-09-14
Zest Money,Consumer Internet & Tech,Online Consumer Lending platform,Mumbai,6500000.0,1,2016-12-08,2016-12-08
ZestMoney,Consumer Internet & Tech,Online Lending Platform,Bangalore,19900000.0,2,2017-02-15,2018-08-26
Zeta,Consumer Internet & Tech,Enterprise Cloud Solutions,Mumbai,19000000.0,1,2016-09-30,2016-09-30
ZiPi,Consumer Internet & Tech,Mobile Chatbot App,Bangalore,0.0,1,2016-08-17,2016-08-17
Ziffity,Consumer Internet & Tech,Full Service Ecommerce Agency,Chennai,0.0,1,2016-08-19,2016-08-19
ZiffyHomes,Consumer Internet & Tech,Online Home Rental Marketplace,Gurgaon,120000.0,1,2018-08-03,2018-08-03
Zify,Logistics & Transport,,Hyderabad,190000.0,1,2015-10-12,2015-10-12
Zilingo,E-Commerce,Fashion & Apparel,Bangalore,235900000.0,3,2015-11-09,2019-02-08
Zimmber,Logistics & Transport,,Mumbai,2400000.0,2,2015-06-29,2015-07-29
ZingHR,Consumer Internet & Tech,"digital employee solutions,",Mumbai,0.0,1,2017-06-29,2017-06-29
Zinka,Logistics & Transport,,Bangalore,6000000.0,1,2015-06-25,2015-06-25
ZipGo,Consumer Internet & Tech,Bus Pooling services platform,Bangalore,0.0,1,2017-04-26,2017-04-26
ZipGrid,Consumer Internet & Tech,"Cashless, paperless solutions for Housing societies",Mumbai,500000.0,1,2017-05-22,2017-05-22
ZipLoan,Consumer Internet & Tech,SME lending platform,Delhi,3650000.0,3,2016-10-12,2017-10-24
Zipgrid,Consumer Internet & Tech,Community services platform,Mumbai,200000.0,1,2016-08-08,2016-08-08
ZippServe,Consumer Internet & Tech,Real estate risk assessment platform,Bangalore,390000.0,1,2017-05-02,2017-05-02
Zivame,E-Commerce,,Bangalore,40000000.0,1,2015-09-02,2015-09-02
Zo Rooms,Travel & Hospitality,,Delhi,45000000.0,2,2015-07-20,2015-08-05
Zocalo,Real Estate & PropTech,,Delhi,0.0,1,2015-08-05,2015-08-05
Zoctr,Healthtech,Online Healthcare Aggregator,Mumbai,1000000.0,4,2015-07-28,2018-06-05
